-1.118740718811750412e-02	-1.292951405048370361e-02	-2.189176380634307861e-01	6.081416085362434387e-02	-9.309981949627399445e-03	-5.381835624575614929e-02	8.263631910085678101e-02	1.450979262590408325e-01	2.427985519170761108e-01	-2.040095478296279907e-01	8.081163465976715088e-02	1.691794693470001221e-01	3.144068270921707153e-02	2.048882097005844116e-02	7.734617590904235840e-02	3.705895692110061646e-02	-1.086550652980804443e-01	-3.130636215209960938e-01	1.959695667028427124e-01	-3.491808846592903137e-02	-2.009631395339965820e-01	3.542036563158035278e-02	3.693227842450141907e-02	-5.219681560993194580e-02	7.430715113878250122e-02	-1.651445478200912476e-01	-4.592967405915260315e-02	-9.155388921499252319e-02	-1.201191917061805725e-01	-5.066450312733650208e-02	-1.028621494770050049e-01	-4.111257568001747131e-02	-8.573424071073532104e-02	-1.352211087942123413e-01	-3.432381525635719299e-02	2.000524848699569702e-01	-1.821149885654449463e-01	-1.793412491679191589e-02	2.738128416240215302e-02	-9.080629795789718628e-02	-1.287749558687210083e-01	1.657533496618270874e-01	4.690070077776908875e-02	-1.654172390699386597e-01	-9.563937783241271973e-02	-5.501982942223548889e-02	-5.227154865860939026e-02	-2.019579894840717316e-02	9.408677369356155396e-02	-8.643679320812225342e-02	3.439866006374359131e-02	-1.135088577866554260e-01	7.128190249204635620e-02	-2.271726131439208984e-01	2.739015966653823853e-02	-1.909054070711135864e-02	1.691501736640930176e-01	-1.234505102038383484e-01	1.337040066719055176e-01	1.243620514869689941e-01	-1.908044666051864624e-01	1.745221018791198730e-01	1.348108500242233276e-01	-2.373468726873397827e-01
-3.393246233463287354e-02	-1.569521240890026093e-02	-1.927693188190460205e-01	4.325760528445243835e-02	-4.741193354129791260e-02	-8.656465262174606323e-02	8.485380560159683228e-02	1.157929375767707825e-01	2.854289114475250244e-01	-2.074645906686782837e-01	1.080240607261657715e-01	1.920799612998962402e-01	2.004635147750377655e-02	3.309793770313262939e-02	5.605728551745414734e-02	1.759824343025684357e-02	-1.075844615697860718e-01	-2.889341115951538086e-01	1.769014596939086914e-01	-3.911513835191726685e-02	-2.202585488557815552e-01	3.358425199985504150e-02	3.995364159345626831e-02	-4.204651340842247009e-02	4.509540647268295288e-02	-1.676571518182754517e-01	-7.452946156263351440e-02	-1.039175167679786682e-01	-1.089529916644096375e-01	-1.303810533136129379e-02	-7.009468227624893188e-02	-5.910447984933853149e-02	-8.124354481697082520e-02	-1.484932899475097656e-01	-2.744930423796176910e-02	1.683258861303329468e-01	-2.247558534145355225e-01	1.715165562927722931e-02	7.147089391946792603e-02	-1.240813359618186951e-01	-1.165948584675788879e-01	1.399126052856445312e-01	4.344335198402404785e-02	-1.641059368848800659e-01	-7.453221082687377930e-02	-7.583197951316833496e-02	-4.571381583809852600e-02	2.145593613386154175e-02	6.859142333269119263e-02	-4.437956586480140686e-02	2.185283228754997253e-02	-1.232012510299682617e-01	9.158478677272796631e-02	-2.377409636974334717e-01	5.358922481536865234e-02	-5.609267950057983398e-02	1.697530895471572876e-01	-1.246590092778205872e-01	1.207628473639488220e-01	7.878095656633377075e-02	-1.808867603540420532e-01	1.758560836315155029e-01	1.180846840143203735e-01	-2.499565929174423218e-01
5.169064551591873169e-02	-2.724468708038330078e-01	-6.995682418346405029e-02	-1.311088651418685913e-01	6.979651004076004028e-02	-4.070133715867996216e-02	4.135156050324440002e-02	-1.031957641243934631e-01	9.788090735673904419e-02	-6.007380038499832153e-02	4.272445663809776306e-02	-1.469709128141403198e-01	-6.482469290494918823e-02	4.260111227631568909e-02	-8.117973059415817261e-02	1.384114474058151245e-01	8.202868700027465820e-02	-2.204002588987350464e-01	-2.456050738692283630e-02	6.011829152703285217e-02	-1.766006499528884888e-01	1.570213586091995239e-01	1.543274801224470139e-02	-4.561923816800117493e-02	-1.943110604770481586e-03	-1.694460958242416382e-01	-5.790809541940689087e-02	1.800256818532943726e-01	-9.674627333879470825e-02	-2.237405329942703247e-01	-1.406827569007873535e-01	-5.951088294386863708e-02	-4.877690970897674561e-02	-2.546682767570018768e-02	1.844222284853458405e-02	2.210632264614105225e-01	-1.500825211405754089e-02	3.460439667105674744e-02	-9.541904181241989136e-02	-1.463670283555984497e-01	1.977209895849227905e-01	-9.195779263973236084e-02	2.443056851625442505e-01	-1.056509613990783691e-01	8.103283494710922241e-02	-1.191769838333129883e-01	-1.536299437284469604e-01	6.802055984735488892e-02	-7.718161493539810181e-02	6.745608896017074585e-02	-4.158387333154678345e-02	3.390914201736450195e-01	1.606924384832382202e-01	4.277149587869644165e-02	1.916946619749069214e-01	-1.900564730167388916e-01	6.024763206369243562e-05	5.618983134627342224e-02	1.496558338403701782e-01	-6.688968837261199951e-02	-1.423942744731903076e-01	4.534104466438293457e-02	-5.472094193100929260e-02	-1.189785152673721313e-01
6.498516350984573364e-02	-2.908774912357330322e-01	2.260773070156574249e-02	-7.431178539991378784e-02	5.079627037048339844e-02	5.577509477734565735e-02	2.949162013828754425e-02	-7.580746710300445557e-02	1.152921244502067566e-01	-1.155489031225442886e-02	9.454271197319030762e-02	-1.335188299417495728e-01	-9.552024304866790771e-02	8.667367510497570038e-03	-1.101361662149429321e-01	7.266685366630554199e-02	1.078748479485511780e-01	-1.726752072572708130e-01	-1.073048859834671021e-01	5.929403007030487061e-02	-1.774428486824035645e-01	1.718133240938186646e-01	-2.897505089640617371e-02	7.484138477593660355e-03	-3.131534904241561890e-02	-1.401311308145523071e-01	-5.509588494896888733e-02	1.363130211830139160e-01	-1.087630242109298706e-01	-1.598467826843261719e-01	-6.013018265366554260e-02	-3.254408761858940125e-02	-1.700093410909175873e-02	-5.785918235778808594e-02	-8.720292709767818451e-03	1.939767748117446899e-01	1.185397431254386902e-02	9.705847501754760742e-02	-1.010060310363769531e-01	-1.957392692565917969e-01	1.563302874565124512e-01	-1.502570509910583496e-01	2.276886999607086182e-01	-1.532502938061952591e-02	1.498944163322448730e-01	-9.842154383659362793e-02	-1.219437941908836365e-01	1.399862766265869141e-02	-1.313527673482894897e-01	1.428218036890029907e-01	-8.301560580730438232e-02	3.627603948116302490e-01	1.973776668310165405e-01	8.425514400005340576e-02	1.429280936717987061e-01	-2.678688764572143555e-01	-1.321958098560571671e-02	3.849306702613830566e-02	1.511705964803695679e-01	-7.969350367784500122e-02	-1.557361036539077759e-01	3.105477057397365570e-02	-3.894164040684700012e-02	-7.514635473489761353e-02
2.146840393543243408e-01	9.058776497840881348e-02	7.662624865770339966e-02	-1.546236723661422729e-01	5.537695065140724182e-02	-9.365136735141277313e-03	1.474535167217254639e-01	2.258539944887161255e-01	1.558457016944885254e-01	-1.481665521860122681e-01	3.102611191570758820e-02	-2.813354134559631348e-01	1.152562052011489868e-01	1.382042467594146729e-01	1.064422726631164551e-01	-5.399055033922195435e-02	1.631752103567123413e-01	-1.331679224967956543e-01	-1.931904815137386322e-02	-1.748197078704833984e-01	7.412083446979522705e-02	1.985324770212173462e-01	1.696754693984985352e-01	1.204761937260627747e-01	5.942306295037269592e-02	-1.863432228565216064e-01	-5.777279287576675415e-02	2.688954174518585205e-01	2.294706739485263824e-02	1.572773903608322144e-01	-3.896331042051315308e-02	6.585372984409332275e-02	-1.076171100139617920e-01	-3.319940716028213501e-02	3.910452872514724731e-02	1.546725779771804810e-01	-1.623418927192687988e-01	-8.305535465478897095e-02	-2.578188478946685791e-02	8.312123268842697144e-02	3.728441148996353149e-02	2.021338045597076416e-01	7.766107469797134399e-02	1.478656679391860962e-01	2.669827938079833984e-01	2.303453627973794937e-03	7.802607864141464233e-02	9.340955317020416260e-02	3.089142218232154846e-02	-7.981973886489868164e-02	-3.006180189549922943e-02	6.071170419454574585e-02	-9.096549823880195618e-03	-1.342802792787551880e-01	-2.329654619097709656e-02	2.918549068272113800e-02	-1.175224408507347107e-01	-7.982616126537322998e-02	-4.424859583377838135e-02	-1.998715661466121674e-02	7.143123447895050049e-02	8.638154715299606323e-02	1.047081872820854187e-01	-2.140406668186187744e-01
1.631378978490829468e-01	8.372953534126281738e-02	8.039258420467376709e-02	-1.796967536211013794e-01	5.776291713118553162e-02	-3.032454848289489746e-02	1.585748195648193359e-01	2.177008092403411865e-01	1.656829267740249634e-01	-1.369185745716094971e-01	7.700042426586151123e-02	-2.794234752655029297e-01	1.041236966848373413e-01	1.550860702991485596e-01	1.309181302785873413e-01	-9.349943697452545166e-02	1.445739716291427612e-01	-1.289501041173934937e-01	-4.418881237506866455e-02	-1.379040032625198364e-01	7.770238071680068970e-02	1.787793487310409546e-01	1.889249980449676514e-01	1.016585603356361389e-01	7.168847322463989258e-02	-2.526780664920806885e-01	-7.380521297454833984e-02	2.288691699504852295e-01	-2.115769498050212860e-02	1.032058000564575195e-01	-7.206527143716812134e-02	4.069984704256057739e-02	-9.691785275936126709e-02	-3.662278875708580017e-02	2.274701371788978577e-02	2.092895060777664185e-01	-1.870397776365280151e-01	-7.167406380176544189e-02	1.079674251377582550e-02	5.434472486376762390e-02	5.624566972255706787e-02	1.658579558134078979e-01	5.024482682347297668e-02	1.373810619115829468e-01	2.536457180976867676e-01	-5.084105581045150757e-02	7.155388593673706055e-02	1.444122344255447388e-01	-3.981043398380279541e-02	-5.148867517709732056e-02	-3.245780989527702332e-02	7.990187406539916992e-02	-2.842519991099834442e-02	-1.285612583160400391e-01	-7.048517465591430664e-03	2.537666074931621552e-02	-1.001778617501258850e-01	-6.258058547973632812e-02	-3.217886015772819519e-02	-5.521300062537193298e-02	8.061662316322326660e-02	6.885975599288940430e-02	1.626460552215576172e-01	-2.095525264739990234e-01
-5.905067175626754761e-02	-7.853224128484725952e-02	-3.024037182331085205e-01	8.803889900445938110e-02	-1.319742202758789062e-01	-1.604544669389724731e-01	-6.572064757347106934e-02	-1.622954849153757095e-03	1.043011099100112915e-01	5.305160209536552429e-02	-6.294489651918411255e-02	1.594011299312114716e-02	-1.491120159626007080e-01	3.750823438167572021e-02	-1.579830199480056763e-01	-9.799727052450180054e-02	3.218686580657958984e-02	-1.438508331775665283e-01	-1.108481436967849731e-01	-1.799152195453643799e-01	4.702079296112060547e-02	-7.625347375869750977e-02	-2.668224275112152100e-01	-1.363553255796432495e-01	-1.074564084410667419e-01	-7.094810158014297485e-02	4.711529612541198730e-02	9.929652512073516846e-02	-1.320796012878417969e-01	6.632749736309051514e-02	-8.854914456605911255e-03	2.650058567523956299e-01	8.380809798836708069e-03	-2.036242485046386719e-01	7.262904196977615356e-02	-9.905107319355010986e-02	-1.794773899018764496e-02	-7.211633771657943726e-02	1.873766034841537476e-01	-1.316870842128992081e-02	-1.191844791173934937e-01	2.255658507347106934e-01	1.655073016881942749e-01	5.543823912739753723e-02	1.156003177165985107e-01	2.691273391246795654e-01	2.241911366581916809e-02	4.032746329903602600e-02	1.335553377866744995e-01	-4.924724623560905457e-02	-2.329919114708900452e-02	-9.522386640310287476e-02	-1.207184232771396637e-02	-9.708486497402191162e-03	-1.389234699308872223e-02	-4.244073480367660522e-02	8.995516598224639893e-02	-1.665774583816528320e-01	2.642996311187744141e-01	-3.498217463493347168e-02	1.596125401556491852e-02	-1.266969442367553711e-01	-4.648947343230247498e-02	2.101155966520309448e-01
-6.449719518423080444e-02	-9.026885777711868286e-02	-2.722615003585815430e-01	9.125909209251403809e-02	-9.132493287324905396e-02	-1.794680804014205933e-01	-1.010204013437032700e-02	-3.468920290470123291e-02	9.352940320968627930e-02	5.073682218790054321e-02	-6.112036854028701782e-02	4.459484294056892395e-02	-1.285087317228317261e-01	5.031511187553405762e-02	-1.278995275497436523e-01	-6.010741367936134338e-02	3.113454394042491913e-02	-1.164247319102287292e-01	-1.029519140720367432e-01	-1.598453819751739502e-01	1.777726970613002777e-02	-8.311565220355987549e-02	-2.655695080757141113e-01	-1.519349068403244019e-01	-2.047049999237060547e-01	-3.227167949080467224e-02	3.428303822875022888e-02	1.585313975811004639e-01	-1.776280403137207031e-01	3.738728538155555725e-02	2.651171199977397919e-02	2.805477082729339600e-01	-8.777562528848648071e-03	-2.422757446765899658e-01	5.023252964019775391e-02	-3.322796896100044250e-02	-2.818730659782886505e-02	-7.892632484436035156e-02	1.814077496528625488e-01	-1.713359169661998749e-02	-1.002657860517501831e-01	2.480347454547882080e-01	1.995552033185958862e-01	4.190671071410179138e-02	8.714695274829864502e-02	2.604682147502899170e-01	-2.461759606376290321e-03	4.648710414767265320e-02	1.486879438161849976e-01	-2.942015230655670166e-02	-1.199064180254936218e-01	-5.826446041464805603e-02	2.563741803169250488e-02	-4.443071410059928894e-02	4.086404666304588318e-02	-3.596668317914009094e-02	5.950076505541801453e-02	-1.181459799408912659e-01	2.497460991144180298e-01	-1.557606924325227737e-02	-5.572097375988960266e-02	-1.025812029838562012e-01	-2.157966606318950653e-02	2.006532102823257446e-01
-1.978572607040405273e-01	-2.476657927036285400e-02	-1.021180599927902222e-01	-6.332255154848098755e-02	1.245643198490142822e-01	1.512564569711685181e-01	-1.709804385900497437e-01	2.160838618874549866e-02	2.389006875455379486e-02	-7.632139325141906738e-02	8.868926763534545898e-02	7.124857511371374130e-03	3.685509786009788513e-02	-3.891016170382499695e-02	1.459810510277748108e-02	7.400203496217727661e-02	5.902863666415214539e-02	-1.215852871537208557e-01	1.900982409715652466e-01	2.897816896438598633e-01	2.296780645847320557e-01	-1.322763413190841675e-01	6.476395577192306519e-02	8.288335055112838745e-02	-5.464851390570402145e-03	3.934510424733161926e-02	-1.946749836206436157e-01	-3.469094261527061462e-02	-1.567439585924148560e-01	-7.858383655548095703e-02	-4.792797565460205078e-02	-8.275814354419708252e-02	-1.555208023637533188e-02	-2.120109647512435913e-02	7.745313644409179688e-02	-1.876626312732696533e-01	-1.692499965429306030e-01	1.106498464941978455e-01	-1.578991711139678955e-01	2.611324004828929901e-02	1.676595807075500488e-01	-5.892794579267501831e-02	-8.523228019475936890e-02	1.749877333641052246e-01	-2.538208477199077606e-02	-2.757388055324554443e-01	-1.500974297523498535e-01	-2.748845610767602921e-03	1.330948173999786377e-01	2.031806707382202148e-01	-1.277935951948165894e-01	1.053882837295532227e-01	-1.578885614871978760e-01	1.405095905065536499e-01	6.722343713045120239e-02	-4.514792561531066895e-02	-1.376288477331399918e-02	2.459664195775985718e-01	1.577072739601135254e-01	-1.438025236129760742e-01	1.651988327503204346e-01	7.017403095960617065e-02	3.250248357653617859e-02	1.745216362178325653e-02
-1.923290938138961792e-01	-3.543804958462715149e-02	-7.402081787586212158e-02	-7.069136202335357666e-02	1.426141560077667236e-01	1.704083532094955444e-01	-2.038172334432601929e-01	-1.050935592502355576e-02	-4.668294452130794525e-03	-2.192132920026779175e-02	1.055459380149841309e-01	5.454944819211959839e-02	1.541345100849866867e-02	-8.263967931270599365e-02	8.638928830623626709e-02	5.626459047198295593e-02	3.166139125823974609e-02	-1.377442926168441772e-01	1.572400480508804321e-01	3.209744989871978760e-01	1.851652562618255615e-01	-1.546974629163742065e-01	6.117126345634460449e-02	8.035560697317123413e-02	6.322044879198074341e-03	7.278712093830108643e-02	-1.878644078969955444e-01	-4.949122667312622070e-02	-1.791746467351913452e-01	-6.497821956872940063e-02	-4.682172089815139771e-02	-4.702271521091461182e-02	8.857745677232742310e-03	-3.192145004868507385e-02	9.189792326651513577e-04	-1.776290982961654663e-01	-1.589775383472442627e-01	1.258823722600936890e-01	-1.530664116144180298e-01	-1.167763490229845047e-02	1.268940269947052002e-01	-6.992231309413909912e-02	-7.927973568439483643e-02	1.758475750684738159e-01	-1.197305787354707718e-02	-2.169698923826217651e-01	-1.713782995939254761e-01	2.155148796737194061e-02	1.433517187833786011e-01	2.081852108240127563e-01	-1.031080558896064758e-01	1.379174441099166870e-01	-1.572774499654769897e-01	1.748027801513671875e-01	2.134203910827636719e-02	-2.283622510731220245e-02	-1.900006644427776337e-02	2.530858218669891357e-01	1.513063609600067139e-01	-1.745936721563339233e-01	1.483784765005111694e-01	6.987984478473663330e-02	1.422728504985570908e-02	2.625507488846778870e-02
